DateTime_ET,Open,High,Low,Close,Volume,DateTime_UTC
2025-11-20 19:28:00,24187.75,24194.25,24186.5,24187.5,124,2025-11-21 00:28:00
2025-11-20 19:29:00,24187.25,24189.0,24182.5,24182.75,124,2025-11-21 00:29:00
2025-11-20 19:30:00,24183.25,24186.5,24179.0,24186.0,138,2025-11-21 00:30:00
2025-11-20 19:31:00,24185.25,24190.0,24182.25,24182.25,115,2025-11-21 00:31:00
2025-11-20 19:32:00,24182.5,24188.5,24180.0,24181.0,123,2025-11-21 00:32:00
2025-11-20 19:33:00,24181.75,24185.75,24176.5,24184.75,82,2025-11-21 00:33:00
2025-11-20 19:34:00,24183.25,24187.5,24180.0,24182.75,69,2025-11-21 00:34:00
2025-11-20 19:35:00,24182.75,24197.5,24182.75,24196.5,134,2025-11-21 00:35:00
2025-11-20 19:36:00,24195.75,24195.75,24186.0,24189.5,73,2025-11-21 00:36:00
2025-11-20 19:37:00,24188.75,24191.25,24182.75,24187.0,86,2025-11-21 00:37:00
2025-11-20 19:38:00,24186.75,24194.0,24186.0,24192.5,88,2025-11-21 00:38:00
2025-11-20 19:39:00,24191.5,24193.0,24183.5,24188.5,78,2025-11-21 00:39:00
2025-11-20 19:40:00,24188.25,24193.0,24186.0,24191.0,86,2025-11-21 00:40:00
2025-11-20 19:41:00,24189.5,24195.5,24189.25,24193.75,86,2025-11-21 00:41:00
2025-11-20 19:42:00,24193.75,24197.0,24191.5,24194.25,101,2025-11-21 00:42:00
2025-11-20 19:43:00,24195.25,24203.75,24193.5,24196.75,242,2025-11-21 00:43:00
2025-11-20 19:44:00,24197.0,24198.25,24183.25,24185.0,169,2025-11-21 00:44:00
2025-11-20 19:45:00,24185.5,24187.75,24166.0,24172.5,405,2025-11-21 00:45:00
2025-11-20 19:46:00,24170.75,24174.25,24164.5,24170.75,364,2025-11-21 00:46:00
2025-11-20 19:47:00,24172.25,24183.25,24171.75,24173.75,252,2025-11-21 00:47:00
2025-11-20 19:48:00,24173.75,24179.75,24167.5,24172.5,151,2025-11-21 00:48:00
2025-11-20 19:49:00,24170.75,24176.0,24165.25,24172.5,137,2025-11-21 00:49:00
2025-11-20 19:50:00,24171.0,24182.0,24171.0,24180.5,207,2025-11-21 00:50:00
2025-11-20 19:51:00,24178.25,24185.0,24177.25,24181.25,125,2025-11-21 00:51:00
2025-11-20 19:52:00,24182.25,24196.0,24181.5,24191.75,206,2025-11-21 00:52:00
2025-11-20 19:53:00,24190.25,24193.75,24176.75,24180.0,171,2025-11-21 00:53:00
2025-11-20 19:54:00,24180.75,24191.25,24177.25,24190.75,213,2025-11-21 00:54:00
2025-11-20 19:55:00,24189.5,24206.0,24188.25,24203.75,279,2025-11-21 00:55:00
2025-11-20 19:56:00,24203.5,24203.5,24195.75,24200.5,143,2025-11-21 00:56:00
2025-11-20 19:57:00,24200.25,24200.25,24192.0,24194.5,94,2025-11-21 00:57:00
2025-11-20 19:58:00,24195.75,24197.5,24183.0,24187.5,119,2025-11-21 00:58:00
2025-11-20 19:59:00,24186.5,24195.5,24179.5,24182.5,189,2025-11-21 00:59:00
2025-11-20 20:00:00,24183.5,24198.75,24183.5,24198.0,198,2025-11-21 01:00:00
2025-11-20 20:01:00,24198.0,24207.75,24196.25,24200.75,133,2025-11-21 01:01:00
2025-11-20 20:02:00,24201.75,24206.5,24195.0,24196.5,111,2025-11-21 01:02:00
2025-11-20 20:03:00,24197.5,24200.0,24180.75,24183.0,238,2025-11-21 01:03:00
2025-11-20 20:04:00,24182.25,24182.25,24172.5,24173.5,195,2025-11-21 01:04:00
2025-11-20 20:05:00,24174.25,24189.5,24165.25,24185.25,277,2025-11-21 01:05:00
2025-11-20 20:06:00,24186.75,24189.0,24180.0,24187.25,134,2025-11-21 01:06:00
2025-11-20 20:07:00,24187.0,24191.25,24178.5,24186.25,121,2025-11-21 01:07:00
2025-11-20 20:08:00,24186.75,24192.0,24181.5,24187.5,97,2025-11-21 01:08:00
2025-11-20 20:09:00,24187.0,24193.5,24182.75,24185.75,108,2025-11-21 01:09:00
2025-11-20 20:10:00,24186.25,24197.25,24183.75,24192.5,165,2025-11-21 01:10:00
2025-11-20 20:11:00,24189.25,24203.5,24187.25,24199.0,201,2025-11-21 01:11:00
2025-11-20 20:12:00,24197.5,24197.75,24181.0,24182.75,157,2025-11-21 01:12:00
2025-11-20 20:13:00,24183.5,24184.25,24174.5,24177.25,173,2025-11-21 01:13:00
2025-11-20 20:14:00,24178.0,24188.5,24178.0,24184.5,136,2025-11-21 01:14:00
2025-11-20 20:15:00,24183.0,24207.5,24181.25,24206.5,228,2025-11-21 01:15:00
2025-11-20 20:16:00,24205.5,24209.25,24199.75,24204.5,208,2025-11-21 01:16:00
2025-11-20 20:17:00,24204.0,24206.25,24198.0,24204.25,104,2025-11-21 01:17:00
2025-11-20 20:18:00,24205.0,24212.0,24205.0,24207.5,101,2025-11-21 01:18:00
2025-11-20 20:19:00,24207.0,24209.25,24199.5,24208.0,179,2025-11-21 01:19:00
2025-11-20 20:20:00,24207.25,24208.75,24200.75,24203.5,82,2025-11-21 01:20:00
2025-11-20 20:21:00,24202.75,24205.0,24192.25,24201.75,143,2025-11-21 01:21:00
2025-11-20 20:22:00,24202.5,24219.0,24201.75,24216.5,377,2025-11-21 01:22:00
2025-11-20 20:23:00,24216.5,24217.25,24210.75,24214.25,79,2025-11-21 01:23:00
2025-11-20 20:24:00,24213.5,24219.25,24209.75,24216.75,130,2025-11-21 01:24:00
2025-11-20 20:25:00,24217.25,24220.0,24215.75,24219.5,91,2025-11-21 01:25:00
2025-11-20 20:26:00,24220.75,24234.0,24220.75,24229.0,369,2025-11-21 01:26:00
2025-11-20 20:27:00,24228.25,24228.25,24218.5,24220.75,308,2025-11-21 01:27:00
2025-11-20 20:28:00,24220.25,24224.5,24218.5,24219.75,113,2025-11-21 01:28:00
2025-11-20 20:29:00,24220.0,24229.5,24219.5,24226.75,185,2025-11-21 01:29:00
2025-11-20 20:30:00,24229.25,24231.25,24222.0,24230.5,215,2025-11-21 01:30:00
2025-11-20 20:31:00,24230.0,24230.25,24216.25,24222.0,161,2025-11-21 01:31:00
2025-11-20 20:32:00,24220.25,24220.25,24210.25,24211.0,236,2025-11-21 01:32:00
2025-11-20 20:33:00,24213.0,24218.75,24209.75,24213.0,125,2025-11-21 01:33:00
2025-11-20 20:34:00,24212.0,24214.75,24207.25,24207.25,106,2025-11-21 01:34:00
2025-11-20 20:35:00,24207.75,24207.75,24191.25,24192.5,330,2025-11-21 01:35:00
2025-11-20 20:36:00,24192.0,24195.0,24177.0,24189.25,366,2025-11-21 01:36:00
2025-11-20 20:37:00,24189.5,24201.0,24185.0,24193.25,187,2025-11-21 01:37:00
2025-11-20 20:38:00,24193.75,24214.75,24192.0,24212.25,228,2025-11-21 01:38:00
2025-11-20 20:39:00,24210.75,24213.25,24196.75,24203.25,177,2025-11-21 01:39:00
2025-11-20 20:40:00,24209.25,24212.5,24204.5,24208.75,108,2025-11-21 01:40:00
2025-11-20 20:41:00,24209.25,24222.5,24207.5,24221.25,169,2025-11-21 01:41:00
2025-11-20 20:42:00,24222.5,24231.75,24221.0,24227.0,218,2025-11-21 01:42:00
2025-11-20 20:43:00,24228.0,24231.25,24224.75,24229.5,149,2025-11-21 01:43:00
2025-11-20 20:44:00,24228.0,24230.25,24211.75,24214.75,200,2025-11-21 01:44:00
2025-11-20 20:45:00,24216.25,24235.25,24211.5,24231.5,246,2025-11-21 01:45:00
2025-11-20 20:46:00,24228.5,24231.25,24219.5,24227.5,145,2025-11-21 01:46:00
2025-11-20 20:47:00,24228.25,24228.25,24219.25,24223.5,109,2025-11-21 01:47:00
2025-11-20 20:48:00,24222.25,24225.25,24213.75,24217.5,146,2025-11-21 01:48:00
2025-11-20 20:49:00,24216.25,24225.0,24216.0,24218.25,62,2025-11-21 01:49:00
2025-11-20 20:50:00,24217.5,24232.5,24217.5,24225.25,125,2025-11-21 01:50:00
2025-11-20 20:51:00,24225.25,24227.25,24220.0,24223.75,77,2025-11-21 01:51:00
2025-11-20 20:52:00,24225.75,24226.25,24215.5,24217.5,78,2025-11-21 01:52:00
2025-11-20 20:53:00,24219.25,24221.75,24211.25,24211.5,72,2025-11-21 01:53:00
2025-11-20 20:54:00,24212.25,24217.75,24208.5,24214.5,91,2025-11-21 01:54:00
2025-11-20 20:55:00,24218.5,24219.0,24207.0,24210.5,146,2025-11-21 01:55:00
2025-11-20 20:56:00,24210.75,24221.0,24210.75,24215.0,102,2025-11-21 01:56:00
2025-11-20 20:57:00,24216.75,24228.0,24213.75,24224.5,129,2025-11-21 01:57:00
2025-11-20 20:58:00,24226.25,24227.25,24214.5,24217.75,70,2025-11-21 01:58:00
2025-11-20 20:59:00,24218.25,24219.0,24205.25,24206.25,152,2025-11-21 01:59:00
2025-11-20 21:00:00,24206.0,24216.5,24204.25,24213.25,132,2025-11-21 02:00:00
2025-11-20 21:01:00,24213.75,24213.75,24203.5,24203.5,114,2025-11-21 02:01:00
2025-11-20 21:02:00,24204.0,24207.5,24199.25,24204.25,100,2025-11-21 02:02:00
2025-11-20 21:03:00,24201.0,24211.5,24199.75,24209.75,104,2025-11-21 02:03:00
2025-11-20 21:04:00,24209.25,24211.0,24202.5,24203.0,86,2025-11-21 02:04:00
2025-11-20 21:05:00,24202.5,24208.25,24200.0,24206.75,143,2025-11-21 02:05:00
2025-11-20 21:06:00,24207.0,24210.0,24190.25,24202.5,184,2025-11-21 02:06:00
2025-11-20 21:07:00,24201.0,24209.0,24197.75,24207.0,147,2025-11-21 02:07:00
2025-11-20 21:08:00,24206.75,24208.5,24191.75,24191.75,195,2025-11-21 02:08:00
2025-11-20 21:09:00,24193.0,24200.75,24185.5,24185.75,160,2025-11-21 02:09:00
2025-11-20 21:10:00,24186.25,24188.5,24184.0,24185.5,147,2025-11-21 02:10:00
2025-11-20 21:11:00,24185.5,24185.5,24170.0,24170.0,383,2025-11-21 02:11:00
2025-11-20 21:12:00,24171.5,24175.75,24155.75,24161.0,415,2025-11-21 02:12:00
2025-11-20 21:13:00,24161.75,24169.25,24161.5,24161.5,192,2025-11-21 02:13:00
2025-11-20 21:14:00,24164.25,24170.5,24161.5,24166.75,157,2025-11-21 02:14:00
2025-11-20 21:15:00,24167.25,24191.75,24164.25,24189.0,289,2025-11-21 02:15:00
2025-11-20 21:16:00,24189.75,24192.25,24182.5,24184.25,158,2025-11-21 02:16:00
2025-11-20 21:17:00,24184.25,24192.5,24179.25,24189.0,119,2025-11-21 02:17:00
2025-11-20 21:18:00,24189.25,24190.5,24183.5,24189.5,92,2025-11-21 02:18:00
2025-11-20 21:19:00,24189.0,24190.75,24183.0,24186.0,88,2025-11-21 02:19:00
2025-11-20 21:20:00,24184.0,24194.0,24183.0,24190.5,146,2025-11-21 02:20:00
2025-11-20 21:21:00,24190.75,24194.25,24186.0,24190.5,94,2025-11-21 02:21:00
2025-11-20 21:22:00,24190.75,24190.75,24171.75,24172.5,122,2025-11-21 02:22:00
2025-11-20 21:23:00,24172.0,24189.25,24169.75,24189.25,146,2025-11-21 02:23:00
2025-11-20 21:24:00,24190.75,24198.5,24190.0,24191.0,126,2025-11-21 02:24:00
2025-11-20 21:25:00,24189.5,24197.0,24183.0,24191.25,142,2025-11-21 02:25:00
2025-11-20 21:26:00,24191.25,24195.0,24183.75,24186.5,75,2025-11-21 02:26:00
2025-11-20 21:27:00,24191.5,24192.25,24186.0,24187.0,46,2025-11-21 02:27:00
2025-11-20 21:28:00,24185.0,24187.0,24179.75,24184.0,70,2025-11-21 02:28:00
2025-11-20 21:29:00,24184.75,24190.75,24182.75,24182.75,46,2025-11-21 02:29:00
2025-11-20 21:30:00,24182.5,24187.5,24175.0,24185.5,134,2025-11-21 02:30:00
2025-11-20 21:31:00,24187.75,24194.0,24186.25,24188.5,87,2025-11-21 02:31:00
2025-11-20 21:32:00,24188.75,24193.5,24183.5,24185.75,77,2025-11-21 02:32:00
2025-11-20 21:33:00,24184.5,24189.75,24178.75,24187.75,61,2025-11-21 02:33:00
2025-11-20 21:34:00,24186.25,24192.0,24177.75,24188.0,87,2025-11-21 02:34:00
2025-11-20 21:35:00,24187.0,24208.75,24187.0,24208.75,245,2025-11-21 02:35:00
2025-11-20 21:36:00,24207.0,24219.5,24206.75,24208.0,215,2025-11-21 02:36:00
2025-11-20 21:37:00,24209.25,24212.0,24195.5,24202.0,166,2025-11-21 02:37:00
2025-11-20 21:38:00,24203.0,24211.75,24196.0,24196.75,131,2025-11-21 02:38:00
2025-11-20 21:39:00,24198.0,24198.0,24185.25,24185.75,130,2025-11-21 02:39:00
2025-11-20 21:40:00,24189.5,24215.25,24189.5,24210.5,182,2025-11-21 02:40:00
2025-11-20 21:41:00,24209.0,24212.0,24204.5,24208.75,53,2025-11-21 02:41:00
2025-11-20 21:42:00,24208.75,24212.75,24203.0,24211.75,56,2025-11-21 02:42:00
2025-11-20 21:43:00,24209.25,24215.0,24206.75,24208.25,78,2025-11-21 02:43:00
2025-11-20 21:44:00,24209.75,24211.75,24201.5,24201.75,78,2025-11-21 02:44:00
2025-11-20 21:45:00,24203.25,24206.75,24199.5,24202.75,119,2025-11-21 02:45:00
2025-11-20 21:46:00,24204.25,24204.25,24199.75,24199.75,55,2025-11-21 02:46:00
2025-11-20 21:47:00,24201.5,24203.0,24197.5,24200.5,82,2025-11-21 02:47:00
2025-11-20 21:48:00,24202.0,24206.75,24199.75,24205.0,111,2025-11-21 02:48:00
2025-11-20 21:49:00,24205.25,24210.0,24204.0,24207.25,75,2025-11-21 02:49:00
2025-11-20 21:50:00,24206.25,24212.25,24200.5,24212.0,108,2025-11-21 02:50:00
2025-11-20 21:51:00,24211.25,24211.25,24201.5,24203.75,68,2025-11-21 02:51:00
2025-11-20 21:52:00,24202.25,24202.25,24190.0,24196.0,118,2025-11-21 02:52:00
2025-11-20 21:53:00,24195.0,24195.25,24191.0,24191.25,27,2025-11-21 02:53:00
2025-11-20 21:54:00,24191.75,24202.5,24191.75,24198.75,77,2025-11-21 02:54:00
2025-11-20 21:55:00,24195.5,24196.25,24189.25,24193.75,78,2025-11-21 02:55:00
2025-11-20 21:56:00,24194.25,24198.0,24190.75,24191.5,73,2025-11-21 02:56:00
2025-11-20 21:57:00,24192.25,24192.25,24181.25,24184.0,103,2025-11-21 02:57:00
2025-11-20 21:58:00,24184.5,24187.25,24176.75,24178.0,136,2025-11-21 02:58:00
2025-11-20 21:59:00,24178.25,24178.25,24170.25,24172.75,273,2025-11-21 02:59:00
2025-11-20 22:00:00,24172.25,24184.75,24167.75,24179.25,200,2025-11-21 03:00:00
2025-11-20 22:01:00,24180.5,24184.75,24168.0,24173.75,207,2025-11-21 03:01:00
2025-11-20 22:02:00,24174.75,24176.25,24165.0,24165.25,79,2025-11-21 03:02:00
2025-11-20 22:03:00,24165.0,24175.0,24163.5,24168.25,138,2025-11-21 03:03:00
2025-11-20 22:04:00,24168.0,24168.25,24162.0,24164.5,108,2025-11-21 03:04:00
2025-11-20 22:05:00,24163.75,24168.25,24159.5,24166.5,100,2025-11-21 03:05:00
2025-11-20 22:06:00,24166.5,24182.5,24165.0,24178.75,162,2025-11-21 03:06:00
2025-11-20 22:07:00,24180.5,24183.75,24178.5,24180.75,74,2025-11-21 03:07:00
2025-11-20 22:08:00,24180.75,24181.5,24175.75,24178.75,63,2025-11-21 03:08:00
2025-11-20 22:09:00,24177.5,24178.75,24173.0,24175.0,70,2025-11-21 03:09:00
2025-11-20 22:10:00,24175.25,24188.0,24175.25,24187.0,90,2025-11-21 03:10:00
2025-11-20 22:11:00,24186.75,24192.75,24184.75,24187.5,143,2025-11-21 03:11:00
2025-11-20 22:12:00,24187.5,24189.0,24180.25,24186.5,77,2025-11-21 03:12:00
2025-11-20 22:13:00,24187.0,24189.5,24182.75,24187.75,42,2025-11-21 03:13:00
2025-11-20 22:14:00,24187.5,24187.5,24181.0,24182.75,32,2025-11-21 03:14:00
2025-11-20 22:15:00,24183.0,24183.25,24179.0,24182.75,45,2025-11-21 03:15:00
2025-11-20 22:16:00,24180.25,24183.25,24173.0,24175.0,102,2025-11-21 03:16:00
2025-11-20 22:17:00,24174.0,24176.75,24165.0,24170.0,96,2025-11-21 03:17:00
2025-11-20 22:18:00,24171.5,24173.0,24166.25,24167.75,111,2025-11-21 03:18:00
2025-11-20 22:19:00,24168.5,24170.0,24163.0,24165.25,93,2025-11-21 03:19:00
2025-11-20 22:20:00,24166.75,24173.75,24166.0,24168.0,97,2025-11-21 03:20:00
2025-11-20 22:21:00,24168.5,24179.75,24166.5,24176.5,92,2025-11-21 03:21:00
2025-11-20 22:22:00,24177.25,24188.75,24177.25,24188.75,87,2025-11-21 03:22:00
2025-11-20 22:23:00,24188.0,24191.0,24184.5,24190.5,104,2025-11-21 03:23:00
2025-11-20 22:24:00,24189.25,24189.5,24175.5,24177.0,56,2025-11-21 03:24:00
2025-11-20 22:25:00,24177.5,24184.5,24173.75,24183.25,70,2025-11-21 03:25:00
2025-11-20 22:26:00,24182.75,24190.0,24182.0,24187.5,47,2025-11-21 03:26:00
2025-11-20 22:27:00,24188.0,24190.75,24186.25,24188.5,70,2025-11-21 03:27:00
2025-11-20 22:28:00,24187.25,24189.0,24185.25,24186.25,31,2025-11-21 03:28:00
2025-11-20 22:29:00,24186.5,24188.0,24183.5,24186.5,24,2025-11-21 03:29:00
2025-11-20 22:30:00,24189.75,24190.0,24181.5,24186.0,45,2025-11-21 03:30:00
2025-11-20 22:31:00,24185.0,24189.0,24185.0,24188.5,40,2025-11-21 03:31:00
2025-11-20 22:32:00,24188.0,24188.0,24181.0,24184.75,59,2025-11-21 03:32:00
2025-11-20 22:33:00,24184.0,24188.0,24183.25,24186.0,21,2025-11-21 03:33:00
2025-11-20 22:34:00,24186.25,24187.5,24184.0,24186.25,46,2025-11-21 03:34:00
2025-11-20 22:35:00,24185.75,24190.0,24184.0,24189.25,68,2025-11-21 03:35:00
2025-11-20 22:36:00,24189.0,24238.5,24189.0,24232.0,643,2025-11-21 03:36:00
2025-11-20 22:37:00,24230.0,24232.0,24208.5,24217.75,507,2025-11-21 03:37:00
2025-11-20 22:38:00,24216.0,24217.75,24197.75,24199.0,316,2025-11-21 03:38:00
2025-11-20 22:39:00,24197.75,24210.25,24189.25,24207.5,240,2025-11-21 03:39:00
2025-11-20 22:40:00,24207.0,24216.0,24202.75,24206.0,115,2025-11-21 03:40:00
2025-11-20 22:41:00,24206.5,24215.75,24202.75,24207.75,82,2025-11-21 03:41:00
2025-11-20 22:42:00,24208.75,24225.0,24206.5,24219.75,108,2025-11-21 03:42:00
2025-11-20 22:43:00,24218.25,24232.0,24218.0,24227.25,166,2025-11-21 03:43:00
2025-11-20 22:44:00,24227.5,24227.5,24217.5,24219.75,75,2025-11-21 03:44:00
2025-11-20 22:45:00,24222.25,24224.0,24208.75,24208.75,56,2025-11-21 03:45:00
2025-11-20 22:46:00,24210.25,24218.75,24206.25,24216.5,78,2025-11-21 03:46:00
2025-11-20 22:47:00,24218.25,24230.25,24218.25,24227.25,112,2025-11-21 03:47:00
2025-11-20 22:48:00,24226.0,24226.75,24217.0,24219.5,89,2025-11-21 03:48:00
2025-11-20 22:49:00,24218.25,24219.25,24210.75,24213.0,52,2025-11-21 03:49:00
2025-11-20 22:50:00,24212.25,24217.25,24204.75,24217.25,132,2025-11-21 03:50:00
2025-11-20 22:51:00,24217.25,24218.25,24208.0,24209.0,72,2025-11-21 03:51:00
2025-11-20 22:52:00,24210.0,24215.75,24206.5,24213.25,74,2025-11-21 03:52:00
2025-11-20 22:53:00,24212.0,24212.0,24199.0,24199.0,176,2025-11-21 03:53:00
2025-11-20 22:54:00,24198.75,24205.25,24193.75,24203.25,277,2025-11-21 03:54:00
2025-11-20 22:55:00,24203.25,24206.5,24196.5,24197.0,114,2025-11-21 03:55:00
2025-11-20 22:56:00,24196.5,24199.25,24193.75,24198.5,51,2025-11-21 03:56:00
2025-11-20 22:57:00,24199.5,24208.0,24199.5,24204.0,84,2025-11-21 03:57:00
2025-11-20 22:58:00,24203.25,24205.75,24201.0,24203.75,72,2025-11-21 03:58:00
2025-11-20 22:59:00,24203.5,24203.5,24190.5,24192.25,95,2025-11-21 03:59:00
2025-11-20 23:00:00,24192.75,24202.75,24191.5,24202.5,81,2025-11-21 04:00:00
2025-11-20 23:01:00,24199.25,24200.75,24187.5,24189.25,115,2025-11-21 04:01:00
2025-11-20 23:02:00,24192.0,24192.0,24180.5,24187.75,107,2025-11-21 04:02:00
2025-11-20 23:03:00,24188.5,24191.0,24184.5,24187.75,32,2025-11-21 04:03:00
2025-11-20 23:04:00,24186.0,24189.25,24183.25,24184.75,64,2025-11-21 04:04:00
2025-11-20 23:05:00,24185.5,24194.75,24181.25,24181.75,119,2025-11-21 04:05:00
2025-11-20 23:06:00,24181.0,24181.0,24168.25,24169.0,386,2025-11-21 04:06:00
2025-11-20 23:07:00,24170.75,24180.0,24170.5,24178.75,129,2025-11-21 04:07:00
2025-11-20 23:08:00,24180.0,24189.75,24179.0,24182.75,82,2025-11-21 04:08:00
2025-11-20 23:09:00,24183.5,24187.0,24181.25,24183.25,87,2025-11-21 04:09:00
2025-11-20 23:10:00,24184.25,24193.0,24183.5,24183.75,63,2025-11-21 04:10:00
2025-11-20 23:11:00,24184.0,24187.5,24179.0,24184.75,79,2025-11-21 04:11:00
2025-11-20 23:12:00,24187.25,24188.0,24177.0,24178.0,53,2025-11-21 04:12:00
2025-11-20 23:13:00,24179.5,24181.75,24176.25,24181.75,22,2025-11-21 04:13:00
2025-11-20 23:14:00,24181.0,24187.25,24180.5,24181.5,41,2025-11-21 04:14:00
2025-11-20 23:15:00,24180.75,24180.75,24166.5,24170.25,116,2025-11-21 04:15:00
2025-11-20 23:16:00,24171.5,24178.5,24170.0,24174.75,74,2025-11-21 04:16:00
2025-11-20 23:17:00,24176.0,24178.0,24171.25,24171.5,28,2025-11-21 04:17:00
2025-11-20 23:18:00,24172.5,24173.25,24153.0,24162.75,183,2025-11-21 04:18:00
2025-11-20 23:19:00,24162.75,24176.0,24161.25,24173.75,114,2025-11-21 04:19:00
2025-11-20 23:20:00,24174.75,24179.0,24165.5,24172.0,75,2025-11-21 04:20:00
2025-11-20 23:21:00,24172.5,24174.0,24159.0,24161.25,104,2025-11-21 04:21:00
2025-11-20 23:22:00,24162.25,24162.75,24145.75,24153.25,331,2025-11-21 04:22:00
2025-11-20 23:23:00,24153.0,24155.25,24128.25,24130.5,534,2025-11-21 04:23:00
2025-11-20 23:24:00,24130.5,24136.75,24118.5,24128.25,350,2025-11-21 04:24:00
2025-11-20 23:25:00,24129.0,24137.0,24119.0,24132.25,242,2025-11-21 04:25:00
2025-11-20 23:26:00,24132.25,24152.5,24130.5,24151.5,252,2025-11-21 04:26:00
2025-11-20 23:27:00,24152.75,24158.75,24143.0,24147.25,155,2025-11-21 04:27:00
2025-11-20 23:28:00,24148.25,24158.5,24148.25,24155.0,152,2025-11-21 04:28:00
2025-11-20 23:29:00,24156.75,24158.75,24149.0,24151.5,73,2025-11-21 04:29:00
2025-11-20 23:30:00,24152.25,24154.0,24147.75,24152.25,79,2025-11-21 04:30:00
2025-11-20 23:31:00,24152.75,24156.0,24131.0,24133.75,266,2025-11-21 04:31:00
2025-11-20 23:32:00,24135.0,24137.5,24124.25,24134.0,174,2025-11-21 04:32:00
2025-11-20 23:33:00,24132.0,24135.5,24130.25,24133.25,112,2025-11-21 04:33:00
2025-11-20 23:34:00,24134.25,24141.75,24131.5,24138.0,120,2025-11-21 04:34:00
2025-11-20 23:35:00,24136.5,24136.75,24125.25,24127.75,131,2025-11-21 04:35:00
2025-11-20 23:36:00,24127.0,24143.25,24122.75,24135.0,143,2025-11-21 04:36:00
2025-11-20 23:37:00,24132.0,24134.75,24126.75,24129.5,46,2025-11-21 04:37:00
2025-11-20 23:38:00,24131.5,24132.25,24120.25,24124.75,87,2025-11-21 04:38:00
2025-11-20 23:39:00,24124.5,24127.75,24111.0,24120.25,250,2025-11-21 04:39:00
2025-11-20 23:40:00,24120.25,24125.5,24115.25,24116.25,154,2025-11-21 04:40:00
2025-11-20 23:41:00,24116.25,24123.25,24095.0,24120.5,346,2025-11-21 04:41:00
2025-11-20 23:42:00,24119.25,24134.5,24119.0,24131.25,174,2025-11-21 04:42:00
2025-11-20 23:43:00,24132.0,24135.75,24126.25,24134.75,152,2025-11-21 04:43:00
2025-11-20 23:44:00,24133.75,24134.75,24121.75,24125.5,84,2025-11-21 04:44:00
2025-11-20 23:45:00,24125.5,24141.75,24125.5,24140.5,222,2025-11-21 04:45:00
2025-11-20 23:46:00,24140.5,24145.5,24135.75,24137.25,145,2025-11-21 04:46:00
2025-11-20 23:47:00,24135.75,24136.0,24115.5,24120.25,164,2025-11-21 04:47:00
2025-11-20 23:48:00,24119.75,24131.75,24119.75,24121.75,109,2025-11-21 04:48:00
2025-11-20 23:49:00,24121.5,24124.5,24115.25,24123.5,97,2025-11-21 04:49:00
